16,1579
17,1153
18,305
0,0
15,374
17,1702
18,1576
0,0
9,1810
11,2256
12,434
13,225
17,1882
20,2220
22,192
23,294
X,4301
Y,280
0,0
0,0
10,1964
13,481
14,1704
0,0
29,180
30,3283
0,0
0,0
12,1214
15,318
17,1372
19,215
13,1674
14,2923
15,174
0,0
6,1799
7,483
8,1872
9.3,349
20,3035
22,359
25,535
0,0
