14,688
15,400
16,829
18,502
15,538
16,345
17,758
18,849
10,391
11,720
12,187
13,227
18,261
20,250
22,110
25,112
X,2820
Y,555
0,0
0,0
12,1217
13,1351
14,606
0,0
27,364
30,325
31.2,527
33.2,315
10,109
12,149
16,463
19,137
13,281
14,1235
14.2,234
15,431
7,527
8,179
9.3,270
0,0
20,237
21,329
22,176
25,114
