16,1910
17,953
18,398
0,0
15,521
17,3207
18,2583
0,0
9,1633
11,1906
12,475
13,874
17,2863
20,1630
22,1024
23,1005
X,5609
Y,552
0,0
0,0
10,2630
13,272
14,2103
0,0
29,378
30,4525
0,0
0,0
12,1860
15,367
17,3042
19,557
13,1753
14,2212
15,857
0,0
6,1514
7,651
8,1410
9.3,512
20,3929
25,738
0,0
0,0
