"15/18" "15/19" "21/22" "12/16" "28/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "5/6" "8/10" "10/11" "15/16" "16/18" "21/23" "13/14" "30/30" "12/13" "12/13" "11/12" "10/11" "12/14" "8/8" "8/11" "12/12" 0.0240397 0.0622336 0.0140252 0.062238 0.0346563 0.034422 0.0550427 0.0758629 0.0202556 0.0294969 0.0768296 0.0313058 0.0221152 0.0368404 62.586 1681.66 3.02859 54.0357
"15/18" "15/19" "21/22" "12/16" "28/32.2" "17/18" "12/12" "11/12" "8/10" "13/14" "5/6" "8/10" "10/11" "15/16" "16/18" "21/23" "13/14" "30/30" "12/13" "12/13" "11/11" "10/11" "11/12" "8/8" "8/11" "12/12" 0.451921 0.406117 0.404559 0.433659 0.414744 0.411733 0.453984 0.432946 0.422981 0.44018 0.38498 0.416613 0.44564 0.420474 497.302 67.5325 86.4535 118.778
"15/18" "15/19" "21/22" "12/16" "28/32.2" "12/17" "12/12" "11/12" "8/10" "11/13" "5/6" "8/10" "10/11" "15/16" "16/18" "21/23" "13/14" "30/30" "13/18" "12/13" "11/11" "10/11" "12/14" "8/8" "8/11" "12/12" 0.111428 0.12081 0.0958531 0.11996 0.0834817 0.109221 0.0548461 0.110313 0.102191 0.150475 0.0990797 0.0798751 0.0741227 0.0859443 472.859 2802.28 9.59324 92.3929
"15/18" "15/19" "21/22" "12/16" "28/32.2" "17/18" "12/12" "11/12" "8/10" "11/14" "5/6" "8/10" "10/11" "15/16" "16/18" "21/23" "13/14" "30/30" "12/13" "12/13" "11/11" "10/11" "12/13" "8/8" "8/11" "12/12" 0.327499 0.223357 0.26606 0.273833 0.329485 0.261132 0.293306 0.274838 0.252918 0.22692 0.223388 0.277452 0.266145 0.259339 367.854 342.188 48.0234 135.297
"15/18" "15/19" "21/22" "12/16" "28/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "5/6" "8/10" "10/11" "15/16" "16/18" "21/23" "13/14" "30/30" "12/13" "12/13" "11/11" "10/11" "12/14" "8/8" "8/11" "12/12" 0.0466977 0.0393448 0.0388209 0.0539858 0.0422862 0.0800384 0.0556417 0.0732078 0.0763325 0.0500755 0.0410053 0.0311204 0.0282226 0.0470065 157.371 2374.4 5.53606 92.9625
"15/18" "15/19" "21/22" "12/16" "28/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "5/6" "8/10" "10/11" "15/16" "16/18" "21/23" "13/14" "30/30" "12/13" "12/13" "11/11" "10/11" "12/14" "8/8" "8/11" "12/12" 0.361766 0.371169 0.307744 0.340737 0.349621 0.382421 0.287644 0.298967 0.317873 0.321935 0.319534 0.301083 0.273847 0.320116 799.511 397.457 62.7024 132.048
"15/18" "15/19" "21/22" "12/16" "28/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "5/6" "8/10" "10/11" "15/16" "16/18" "21/23" "13/14" "30/30" "12/13" "12/13" "11/11" "10/11" "12/14" "8/8" "8/11" "12/12" 0.0877489 0.101506 0.122873 0.142198 0.116615 0.155975 0.111532 0.114371 0.0906875 0.130059 0.112434 0.127521 0.0926699 0.123191 928.821 3201.95 17.7076 119.916
"15/18" "15/19" "21/22" "12/16" "28/32.2" "12/17" "12/12" "11/12" "8/10" "11/13" "5/6" "8/10" "10/11" "15/16" "16/18" "21/23" "13/14" "30/30" "13/18" "12/13" "11/11" "10/11" "12/14" "8/8" "8/11" "12/12" 0.0917423 0.0314857 0.0588195 0.0869196 0.129896 0.0485318 0.101248 0.0941646 0.104616 0.0862938 0.095784 0.0755995 0.0563935 0.0796061 102.361 621.379 9.59324 100.354
"15/18" "16/19" "21/22" "12/16" "28/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "5/6" "8/10" "10/11" "15/16" "15/18" "21/23" "13/14" "30/30" "12/13" "12/13" "11/11" "10/11" "12/14" "8/8" "8/11" "12/12" 0.164331 0.182654 0.175637 0.133548 0.131164 0.135243 0.130084 0.155342 0.190477 0.153821 0.142514 0.168034 0.17865 0.141416 237.587 610.545 20.2151 117.662
"15/18" "15/19" "21/22" "12/16" "28/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/11" "15/16" "16/18" "21/23" "13/14" "30/30" "12/13" "12/13" "11/11" "10/11" "12/14" "5/8" "8/11" "12/12" 0.227816 0.225543 0.266968 0.253032 0.257279 0.286895 0.26711 0.225983 0.214888 0.196402 0.287525 0.26247 0.318627 0.258985 131.744 135.087 48.0234 135.545
"15/18" "15/19" "21/22" "12/16" "28/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "5/6" "8/10" "10/12" "15/16" "16/18" "22/23" "13/14" "30/30" "12/13" "12/13" "11/11" "10/11" "12/14" "8/8" "8/11" "11/11" 0.0844423 0.0817868 0.0551057 0.0945429 0.0625985 0.0510533 0.108067 0.126097 0.0520103 0.0840261 0.0408372 0.108658 0.10667 0.0780394 64.0736 471.635 9.59324 102.521
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "30/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "11/11" 0.460661 0.46097 0.484464 0.502228 0.493787 0.48704 0.456406 0.495869 0.455306 0.494555 0.442889 0.410517 0.489081 0.471659 163.276 8.86983 97.0754 108.621
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "11/11" 0.171315 0.143007 0.162369 0.153772 0.151298 0.132198 0.146665 0.162722 0.161353 0.134999 0.152541 0.0952096 0.136502 0.149042 1179.22 3290.99 22.7225 125.026
"15/18" "18/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "15/16" "15/16" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "11/11" 0.479306 0.404747 0.483469 0.516618 0.484614 0.427021 0.532199 0.4773 0.449985 0.482429 0.477918 0.404903 0.45519 0.479755 2996.45 4.33538 99.5828 107.903
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "11/11" 0.303882 0.284221 0.279015 0.27431 0.285544 0.273116 0.310965 0.279577 0.300881 0.265293 0.281502 0.296322 0.350142 0.286884 1403.33 1035.11 54.588 134.205
"15/18" "15/19" "21/22" "12/16" "28/28" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "30/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "11/11" 0.458767 0.454506 0.509703 0.483007 0.407875 0.497137 0.498484 0.494218 0.45292 0.510318 0.576834 0.492262 0.476597 0.478778 2449.3 4.36244 97.0754 105.593
"15/18" "15/19" "21/22" "13/14" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "15/16" "16/18" "21/23" "12/16" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "11/11" 0.0637196 0.0791441 0.0557086 0.0360004 0.0123813 0.0960814 0.0222814 0.0223237 0.0162751 0.0316456 0.0296419 0.0445076 0.0190638 0.0390132 39.2242 633.945 5.53606 112.734
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "12/12" "10/11" "12/14" "5/5" "8/11" "11/11" 0.410447 0.376217 0.38478 0.413438 0.452598 0.445363 0.379374 0.387441 0.390922 0.45268 0.442926 0.452253 0.439151 0.424529 645.911 88.8177 88.961 120.236
"15/18" "15/19" "21/22" "13/14" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "15/16" "16/18" "21/23" "12/16" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "11/11" 0.300994 0.258159 0.294814 0.28557 0.316655 0.244096 0.259168 0.306506 0.335978 0.315144 0.309391 0.269337 0.282889 0.302471 4512.55 2782 58.6452 133.936
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "11/11" 0.335105 0.342732 0.365709 0.418751 0.32737 0.354 0.380809 0.332883 0.34387 0.361871 0.351503 0.369092 0.355918 0.360532 3005.5 1026.81 74.282 130.979
"15/18" "15/18" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "15/16" "16/19" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "11/11" 0.460144 0.519712 0.492057 0.454356 0.460633 0.437912 0.480898 0.451521 0.504935 0.429375 0.40579 0.508992 0.440242 0.457356 1518.66 75.9553 95.5257 113.153
"15/16" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "16/18" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "11/11" 0.318167 0.302909 0.3354 0.343714 0.325615 0.262653 0.344501 0.330404 0.335698 0.370713 0.324956 0.322154 0.348714 0.326849 3600.25 1817.41 65.2099 133.241
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "11/12" 0.399136 0.383221 0.40207 0.364193 0.428144 0.400976 0.446335 0.397328 0.425489 0.419503 0.466614 0.350812 0.342612 0.388577 1726.87 469.337 79.8889 125.131
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/13" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/12" "11/11" "10/11" "12/14" "5/5" "8/11" "11/11" 0.372822 0.365816 0.329401 0.436896 0.37683 0.352282 0.382469 0.387137 0.405976 0.404922 0.399801 0.402613 0.409518 0.398982 776.509 171.736 82.3964 123.614
"15/15" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "16/18" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "11/11" 0.289191 0.250133 0.307074 0.283024 0.305374 0.282336 0.227523 0.230365 0.20447 0.211747 0.265244 0.233626 0.254313 0.249568 708.627 722.965 45.5159 134.856
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/14" "6/8" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/13" "5/5" "8/11" "11/11" 0.20004 0.135812 0.127781 0.138153 0.112369 0.156473 0.1414 0.124761 0.134005 0.125344 0.122427 0.189669 0.183759 0.154538 603.814 1579.56 22.7225 119.842
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "15/16" "16/18" "22/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "11/11" 0.214495 0.334439 0.287331 0.334284 0.285674 0.31448 0.394879 0.25894 0.283456 0.296527 0.319127 0.347114 0.324563 0.298371 515.151 364.806 58.6452 136.555
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "11/11" 0.353395 0.348229 0.339315 0.333053 0.431433 0.37489 0.364299 0.35092 0.414758 0.35266 0.361136 0.416557 0.357347 0.370648 571.462 196.798 75.8317 128.063
"15/18" "15/19" "21/21" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "15/16" "16/18" "22/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "11/11" 0.281377 0.371159 0.353159 0.33566 0.35483 0.39903 0.350361 0.344161 0.397627 0.36231 0.321271 0.334218 0.390228 0.35236 333.661 144.158 71.7745 131.084
"15/18" "15/19" "21/22" "12/16" "30/32.2" "12/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "13/17" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "11/11" 0.1313 0.188783 0.135276 0.163889 0.178812 0.194079 0.18568 0.12453 0.145026 0.16208 0.162511 0.247814 0.201421 0.169168 1509.88 3223.64 26.7797 127.612
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/11" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "10/10" "11/11" 0.402722 0.367496 0.385383 0.379038 0.345966 0.234609 0.354323 0.387042 0.324817 0.381034 0.364511 0.341459 0.327479 0.344402 571.763 232.05 69.2671 130.952
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "15/16" "16/18" "23/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "11/11" 0.11428 0.122729 0.139362 0.115585 0.105743 0.150391 0.121938 0.0952751 0.124644 0.1358 0.131411 0.0844712 0.125457 0.119053 260.199 1060.83 16.1579 113.163
"16/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "15/15" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "11/11" 0.368733 0.273138 0.304826 0.287571 0.254282 0.323385 0.333106 0.352683 0.386645 0.321175 0.328843 0.317536 0.295742 0.321998 5971.57 3162.94 65.2099 136.201
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/13" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "11/11" 0.317994 0.30546 0.280622 0.278414 0.326002 0.309275 0.308984 0.275629 0.319575 0.255042 0.293744 0.30942 0.301117 0.294157 1197.75 817.723 57.0955 135.604
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "5/5" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "6/8" "8/11" "11/11" 0.23344 0.277986 0.275568 0.267339 0.252012 0.230032 0.23897 0.250021 0.256373 0.2463 0.233663 0.210397 0.273671 0.259728 1520.31 1413.32 48.0234 135.025
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "11/11" 0.233778 0.214221 0.230892 0.267669 0.225417 0.269078 0.259243 0.248129 0.216102 0.300968 0.303254 0.237289 0.26076 0.253274 374.582 360.434 48.0234 139.639
"15/18" "15/19" "21/22" "12/16" "30/32.2" "12/17" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "13/18" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "11/11" 0.397795 0.438238 0.361886 0.365507 0.419266 0.31273 0.450976 0.363898 0.362125 0.378788 0.417265 0.408838 0.365009 0.386345 1476.4 424.123 79.8889 126.304
"15/18" "18/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/12" "15/16" "15/16" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "11/11" 0.25108 0.292769 0.328798 0.261736 0.306478 0.268309 0.305874 0.334188 0.306449 0.318037 0.263994 0.266017 0.232805 0.275699 482.852 381.788 52.0806 135.196
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "10/11" "11/13" "6/8" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "8/11" "12/14" "5/5" "8/11" "11/11" 0.0334078 0.0770345 0.0237857 0.0904834 0.0507587 0.0463354 0.0878281 0.0604791 0.0313639 0.191479 0.0932525 0.0524332 0.0776184 0.0372632 43.5232 1046.23 3.02859 53.4109
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "10/11" "11/13" "5/6" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "8/10" "12/14" "8/8" "8/11" "11/11" 0.182129 0.147129 0.190863 0.209396 0.169437 0.215409 0.17332 0.13183 0.17288 0.178121 0.128929 0.177124 0.202596 0.147533 940.69 2246.85 22.7225 126.516
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "13/13" "11/12" "8/10" "11/13" "5/6" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/12" "11/11" "10/11" "12/14" "8/8" "8/11" "11/11" 0.525693 0.434273 0.445114 0.499501 0.491249 0.394949 0.470908 0.484512 0.474411 0.496583 0.474946 0.511656 0.499522 0.463215 1192.13 46.4306 95.5257 110.538
"15/18" "15/19" "21/22" "12/16" "30/32.2" "13/17" "12/12" "11/12" "8/10" "11/13" "5/6" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/18" "12/13" "11/11" "10/11" "12/14" "8/8" "8/11" "11/11" 0.216695 0.173301 0.209181 0.122902 0.240106 0.244597 0.168104 0.162334 0.167517 0.169651 0.138801 0.179608 0.180906 0.174908 486.469 1009.23 26.7797 122.611
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "5/6" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "8/8" "10/11" "11/11" 0.293435 0.250403 0.272956 0.27705 0.252051 0.302929 0.296234 0.31638 0.371181 0.280515 0.30741 0.31701 0.378688 0.306295 653.695 401.334 61.1527 137.235
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "13/13" "11/12" "8/10" "11/13" "5/6" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "8/8" "8/11" "11/11" 0.349604 0.345451 0.391244 0.344984 0.357258 0.390146 0.387817 0.350088 0.354118 0.317683 0.376906 0.372378 0.348454 0.36354 2576.6 888.235 74.282 129.297
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "12/12" "8/10" "11/13" "5/6" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "8/8" "8/11" "11/11" 0.330574 0.389434 0.361415 0.334767 0.345484 0.35981 0.286941 0.343251 0.307842 0.282057 0.346065 0.306543 0.316567 0.319228 1702.92 931.274 62.7024 132.584
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "5/6" "8/10" "10/12" "16/18" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "8/8" "8/11" "11/11" 0.0546739 0.0822995 0.0716905 0.108957 0.0722669 0.0394508 0.0699694 0.0652979 0.0860677 0.055501 0.105097 0.171445 0.0518513 0.0670106 135.445 1135.69 7.08577 85.7322
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "5/6" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "8/8" "8/11" "11/11" 0.126384 0.22127 0.158111 0.122584 0.122674 0.0895523 0.0630632 0.0930963 0.137262 0.0941051 0.140204 0.139541 0.108865 0.123339 248.164 970.364 17.7076 119.753
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/13" "11/12" "8/10" "11/13" "5/6" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/12" "11/11" "10/11" "12/14" "8/8" "8/11" "11/11" 0.237605 0.250674 0.300228 0.250799 0.26215 0.272082 0.301687 0.242463 0.203066 0.226901 0.256969 0.287707 0.322843 0.260725 324.054 272.613 48.0234 134.333
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "5/6" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "8/8" "8/11" "11/11" 0.0447501 0.0972913 0.0652464 0.0926021 0.0793642 0.0476762 0.0915056 0.0697265 0.0661209 0.101553 0.0760636 0.108041 0.0502723 0.0801128 142.848 943.151 9.59324 99.6711
"15/18" "15/19" "21/22" "12/16" "30/32.2" "13/18" "12/12" "11/12" "8/10" "11/13" "5/6" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/17" "12/13" "11/11" "10/11" "12/14" "8/8" "8/11" "11/11" 0.408981 0.520538 0.447682 0.488449 0.428902 0.513792 0.487647 0.483194 0.458914 0.480077 0.456102 0.430483 0.502361 0.469793 2336.43 48.6493 97.0754 109.43
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "5/6" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "8/8" "8/11" "11/11" 0.134728 0.0824756 0.0904726 0.097686 0.0676882 0.0775676 0.0857372 0.11614 0.0816416 0.0548355 0.136403 0.144691 0.0914464 0.0886374 548.835 3038.56 12.1007 115.137
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "5/6" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "12/12" "10/11" "12/14" "8/8" "8/11" "11/11" 0.218003 0.180799 0.165982 0.22698 0.171906 0.209634 0.198475 0.176871 0.243933 0.148938 0.148214 0.255258 0.187605 0.200719 704.163 1169.41 33.3444 129.798
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "11/11" "11/13" "5/6" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "8/10" "12/14" "8/8" "8/11" "11/11" 0.409716 0.359202 0.422843 0.401763 0.416053 0.394778 0.458243 0.405998 0.416021 0.409661 0.433605 0.415621 0.427157 0.413927 1520.37 249.367 86.4535 121.992
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "5/6" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "12/14" "8/8" "8/11" "11/11" 0.387036 0.397598 0.392882 0.458477 0.414884 0.457963 0.457392 0.425674 0.470803 0.321985 0.450565 0.403553 0.443555 0.411954 2247.19 375.912 84.9038 120.769
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/11" "8/10" "11/13" "5/6" "8/10" "10/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "12/12" "10/11" "12/14" "8/8" "8/11" "11/11" 0.521287 0.402706 0.497706 0.477771 0.524591 0.51443 0.526234 0.444893 0.49229 0.482667 0.469965 0.531912 0.427839 0.474339 1697.63 19.9317 97.0754 107.47
"15/18" "15/16" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "13/14" "5/6" "8/10" "10/12" "16/18" "18/19" "21/23" "13/14" "28/28" "12/13" "12/13" "11/11" "10/11" "11/12" "8/8" "8/11" "11/11" 0.015897 0.00896721 0.0263166 0.0712822 0.0303648 0.0485988 0.0429002 0.00725809 0.00600113 0.0285354 0.00400809 0.0211793 0.0170284 0.0269716 15.4361 856.362 3.02859 74.1834
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/11" "10/11" "11/13" "6/8" "8/10" "11/12" "16/18" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "12/12" "8/11" "12/14" "5/5" "8/11" "10/10" 0.439662 0.430415 0.417931 0.375017 0.310764 0.396855 0.352598 0.352565 0.430697 0.358035 0.362665 0.404964 0.355276 0.379803 2042.62 544.415 78.3392 127.291
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/11" "10/11" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "12/12" "8/8" "12/14" "5/5" "8/11" "10/10" 0.0539928 0.050984 0.0539663 0.101742 0.0541633 0.0951885 0.0748574 0.0540173 0.0953911 0.102975 0.0697688 0.0807625 0.0917867 0.0840324 214.656 1368.93 9.59324 94.6678
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "11/12" "10/11" "12/14" "5/5" "8/11" "10/10" 0.302902 0.310768 0.329306 0.3013 0.30574 0.296518 0.312758 0.321061 0.284572 0.342665 0.389016 0.288422 0.269263 0.312715 764.942 419.523 62.7024 136.609
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/11" "8/10" "11/13" "5/6" "8/10" "11/11" "15/16" "16/18" "21/23" "13/14" "28/28" "12/13" "12/13" "12/12" "10/11" "12/14" "8/8" "8/11" "10/12" 0.153132 0.0659671 0.079671 0.071527 0.134016 0.0775367 0.157164 0.0612079 0.0474272 0.0832949 0.0944441 0.0841431 0.108845 0.0767078 590.782 4143.96 9.59324 104.432
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/11" "8/10" "11/13" "5/6" "8/10" "10/11" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "12/12" "10/11" "12/14" "8/8" "8/11" "12/12" 0.104454 0.129593 0.13616 0.134957 0.0809437 0.122705 0.16637 0.125613 0.158149 0.130937 0.0952909 0.143982 0.0988761 0.113063 124.167 471.741 16.1579 119.909
"16/18" "15/19" "21/22" "12/16" "28/32.2" "17/18" "12/12" "11/11" "8/10" "11/13" "5/6" "8/10" "10/11" "15/18" "16/18" "21/23" "13/14" "30/30" "12/13" "12/13" "12/12" "10/11" "12/14" "8/8" "8/11" "12/12" 0.294398 0.225122 0.269574 0.237191 0.227031 0.300438 0.241922 0.277201 0.259205 0.192919 0.281459 0.21358 0.222119 0.22842 580.573 734.735 39.909 132.43
