"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/25" "16/18" "15/17" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "20/22" 0.266209 0.248478 0.214974 0.21588 0.292291 0.260539 0.203501 0.236618 0.217182 0.265756 0.24225 0.233444 517.159 653.952 41.4587 133.854
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/15" "13/14" "6/8" "22/22" "16/18" "15/17" "12/13" "22/23" "X/Y" "10/13" "29/30" "17/19" "14/15" "7/9.3" "20/25" 0.148037 0.106923 0.0970944 0.157208 0.0777069 0.181763 0.209008 0.138626 0.0917184 0.111353 0.171081 0.128199 626.939 2040.01 17.7076 114.618
"16/17" "17/18" "9/11" "17/20" "X/X" "13/14" "30/30" "12/17" "13/14" "6/8" "22/22" "16/18" "15/17" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "20/25" 0.280265 0.236534 0.219397 0.247204 0.247742 0.301807 0.322425 0.266952 0.194918 0.256558 0.300147 0.271381 125.216 117.152 52.0806 138.144
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "22/22" "16/18" "15/17" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "20/25" 0.162511 0.156289 0.135513 0.17918 0.174276 0.154655 0.151155 0.136182 0.15079 0.200662 0.132196 0.158334 1016.76 2434.48 24.2723 124.71
"16/17" "17/18" "9/11" "22/23" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "22/22" "16/18" "15/17" "12/13" "17/20" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "20/25" 0.306851 0.327686 0.265526 0.321826 0.303299 0.302379 0.297745 0.350532 0.304848 0.38255 0.392954 0.318074 941.437 539.076 62.7024 133.285
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/15" "6/8" "22/22" "16/18" "15/17" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/14" "7/9.3" "20/25" 0.348158 0.333702 0.321141 0.329154 0.305789 0.360604 0.306459 0.353037 0.298252 0.266166 0.325759 0.312693 911.527 502.268 62.7024 136.623
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/15" "6/8" "22/22" "16/18" "15/17" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/14" "7/9.3" "20/25" 0.283555 0.296628 0.278228 0.275915 0.276582 0.272875 0.302242 0.350591 0.267803 0.298401 0.245238 0.280841 1922.25 1458.52 54.588 138.225
"16/17" "17/18" "9/13" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "22/22" "16/18" "15/17" "11/12" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "20/25" 0.0527806 0.0308747 0.0555374 0.0124183 0.0566382 0.0720028 0.0167189 0.0262329 0.0172491 0.0490935 0.0157028 0.0263905 11.1101 1142.55 3.02859 75.8397
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "22/25" "16/18" "15/17" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "20/22" 0.345578 0.398442 0.417097 0.39241 0.384107 0.420952 0.342168 0.381262 0.409721 0.468584 0.36701 0.371404 438.413 123.065 75.8317 127.651
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "29/29" "12/17" "13/14" "6/8" "22/22" "16/18" "15/17" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "20/25" 0.0258769 0.0435998 0.0431079 0.0706631 0.0358616 0.0637059 0.0545521 0.0206788 0.089945 0.0100675 0.0494492 0.0268747 28.6137 1894.69 3.02859 74.4546
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "22/22" "16/18" "15/15" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "20/25" 0.151439 0.132448 0.128889 0.14305 0.0832127 0.104604 0.103185 0.149483 0.168408 0.142061 0.114479 0.134609 307.802 946.188 20.2151 124.532
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "14/15" "6/8" "22/22" "16/18" "15/17" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "13/14" "7/9.3" "20/25" 0.266155 0.255071 0.281383 0.258937 0.271366 0.250824 0.284216 0.238308 0.247288 0.233563 0.2087 0.253977 1961 1823.38 48.0234 139.125
"16/17" "17/18" "9/11" "17/20" "X/Y" "10/14" "30/30" "12/17" "13/14" "6/8" "22/22" "16/18" "15/17" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "20/25" 0.254675 0.265952 0.256275 0.274194 0.244158 0.324158 0.323179 0.316399 0.279359 0.285291 0.263352 0.28569 864.438 609.167 54.588 134.986
"16/17" "15/17" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "18/18" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.404684 0.446365 0.460538 0.431757 0.361065 0.430813 0.439655 0.409975 0.431931 0.458368 0.442786 0.441738 1879.03 149.03 90.5107 114.122
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "22/22" "16/18" "15/17" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "20/25" 0.137468 0.115981 0.119078 0.135345 0.119867 0.114896 0.115529 0.120932 0.139392 0.10677 0.171096 0.12911 390.955 1224.14 17.7076 113.698
"16/17" "17/18" "12/13" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/17" "9/11" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.458849 0.453786 0.415968 0.439595 0.47691 0.447791 0.473035 0.43427 0.517171 0.436886 0.441629 0.443637 1860.86 149.781 93.0182 116.4
"16/17" "17/18" "9/11" "20/22" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/17" "12/13" "17/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.358441 0.329697 0.366644 0.401438 0.45455 0.41798 0.388784 0.382184 0.391302 0.355189 0.360678 0.393939 758.708 177.651 82.3964 126.225
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/15" "6/8" "20/20" "16/18" "15/17" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/14" "7/9.3" "22/25" 0.412843 0.383056 0.430093 0.418735 0.495957 0.390925 0.380418 0.373761 0.362817 0.40249 0.400679 0.408391 1451.28 262.521 84.9038 122.546
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/17" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.243499 0.148568 0.200987 0.2426 0.248418 0.272376 0.183115 0.202874 0.188013 0.180915 0.210419 0.226936 574.658 734.605 39.909 133.545
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/17" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.0908052 0.177278 0.200102 0.132822 0.127814 0.165897 0.102204 0.106401 0.167737 0.1254 0.141031 0.133448 547.611 1746.2 20.2151 125.774
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/15" "6/8" "20/20" "16/18" "15/17" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "13/14" "7/9.3" "22/25" 0.321331 0.307873 0.282786 0.316705 0.3022 0.290274 0.378875 0.335532 0.316172 0.293477 0.360211 0.327052 1076.04 553.61 65.2099 133.12
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "15/17" "13/14" "6/8" "20/20" "16/18" "15/17" "12/13" "22/23" "X/Y" "10/13" "29/30" "12/19" "14/15" "7/9.3" "22/25" 0.308047 0.27086 0.285912 0.206289 0.282183 0.320151 0.245138 0.292346 0.260397 0.268989 0.216451 0.274283 4512.18 3597.79 52.0806 136.153
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "15/17" "13/14" "6/8" "20/20" "16/18" "15/17" "12/13" "22/23" "X/Y" "10/13" "29/30" "12/19" "14/15" "7/9.3" "22/25" 0.129477 0.0241407 0.0419 0.0966977 0.0677094 0.0619738 0.0288686 0.11313 0.0276144 0.0929475 0.00997608 0.0380709 59.5776 1188.39 3.02859 52.256
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/17" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "13/15" "7/9.3" "22/25" 0.137732 0.111763 0.106182 0.161055 0.136083 0.145562 0.109774 0.0940566 0.185478 0.122409 0.0978301 0.122255 1230.28 4526.83 16.1579 109.828
"16/17" "17/18" "11/12" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/15" "9/13" "22/23" "X/Y" "13/13" "29/30" "15/19" "13/15" "7/9.3" "22/25" 0.0470595 0.0693128 0.0949188 0.0279577 0.126309 0.109917 0.128523 0.0352003 0.0520522 0.0694537 0.086603 0.057191 100.663 1238.72 7.08577 101.326
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "15/19" "13/14" "6/8" "20/20" "16/18" "15/15" "12/13" "22/23" "X/Y" "10/13" "29/30" "12/17" "14/15" "7/9.3" "22/25" 0.0201048 0.0374457 0.0581212 0.0824074 0.0332574 0.0502358 0.117851 0.0481991 0.0289341 0.0312968 0.187968 0.050043 34.8933 494.58 5.53606 87.1072
"16/18" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "17/18" "15/15" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.058243 0.0517512 0.0565931 0.0461338 0.0876784 0.044766 0.0505953 0.075024 0.0820402 0.0253395 0.0757014 0.0630126 36.5108 507.573 7.08577 91.4945
"16/17" "17/18" "9/11" "17/20" "X/X" "13/13" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/15" "12/13" "22/23" "X/Y" "10/14" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.0883727 0.0711303 0.131971 0.0651113 0.0389729 0.0689582 0.0568881 0.0541135 0.0145169 0.043084 0.0649259 0.0510709 57.3379 924.96 5.53606 85.2829
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/15" "12/13" "22/23" "X/Y" "13/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.0499947 0.0440545 0.0600091 0.0599242 0.0362726 0.0242933 0.0369889 0.0375274 0.0251378 0.0756998 0.0299486 0.0450169 383.942 6693.13 5.53606 97.2274
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "22/22" "16/18" "15/15" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "20/25" 0.373596 0.296861 0.409818 0.377612 0.331346 0.421746 0.309699 0.442771 0.396644 0.397722 0.355409 0.377857 2019.15 596.26 78.3392 128.339
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/25" "16/18" "15/15" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "20/22" 0.368664 0.405638 0.363401 0.322499 0.359248 0.422901 0.358921 0.393026 0.343179 0.383561 0.369374 0.379537 1090.12 321.755 78.3392 127.433
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/22" "16/18" "15/15" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "25/25" 0.219809 0.249224 0.229376 0.255098 0.2308 0.263439 0.219748 0.271286 0.248483 0.19649 0.219513 0.237318 516.898 576.126 43.9662 139.083
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "8/9.3" "20/20" "16/18" "15/15" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "6/7" "22/25" 0.11832 0.0922498 0.0719872 0.142811 0.101073 0.137414 0.135296 0.110861 0.108615 0.095082 0.0889953 0.0957752 674.159 3433.09 12.1007 105.803
"17/18" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/17" "15/15" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.258226 0.266599 0.17699 0.256313 0.29061 0.279895 0.269985 0.26162 0.228451 0.197397 0.286125 0.257917 228.754 267.334 48.0234 136.296
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/15" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.253741 0.261561 0.231465 0.236015 0.260688 0.325689 0.321848 0.196553 0.20443 0.259337 0.250163 0.252174 1268.84 1231.41 45.5159 133.013
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/15" "6/8" "20/20" "16/18" "15/15" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "13/14" "7/9.3" "22/25" 0.392515 0.453536 0.383406 0.410512 0.387679 0.364055 0.418451 0.339554 0.326837 0.381586 0.39382 0.39907 941.484 218.885 82.3964 123.569
"16/17" "15/17" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/18" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.212175 0.223382 0.249801 0.312358 0.218461 0.212288 0.200966 0.247414 0.196282 0.308337 0.217108 0.234128 1167.39 1398 41.4587 133.347
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/19" "13/14" "6/8" "20/20" "16/18" "15/15" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/17" "14/15" "7/9.3" "22/25" 0.369144 0.326973 0.349973 0.325199 0.394936 0.34476 0.383889 0.374401 0.374859 0.352153 0.298128 0.350505 585.313 248.276 71.7745 132.147
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/13" "6/8" "20/20" "16/18" "15/15" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.312399 0.336623 0.371403 0.320481 0.296823 0.304385 0.394485 0.323969 0.35324 0.31076 0.313942 0.331551 863.07 462.202 67.7174 135.511
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/15" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.420077 0.420324 0.436748 0.397313 0.423885 0.477172 0.424457 0.431365 0.414519 0.381082 0.424973 0.432514 1813.67 223.862 90.5107 118.444
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/15" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.165698 0.1353 0.121227 0.149062 0.100132 0.180754 0.169524 0.110062 0.125219 0.126072 0.0875211 0.128799 125.595 401.189 17.7076 114.011
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/15" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "15/15" "7/9.3" "22/25" 0.441024 0.365939 0.38523 0.42018 0.373028 0.479739 0.432605 0.484628 0.424443 0.436819 0.445931 0.443019 4469.58 387.735 93.0182 116.689
"16/17" "17/18" "9/12" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/15" "11/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.382036 0.312814 0.34058 0.369945 0.286488 0.268647 0.289484 0.247491 0.323196 0.31697 0.341485 0.324111 3260.28 1759.68 65.2099 134.901
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "29/29" "12/17" "13/14" "6/8" "20/20" "16/18" "15/15" "12/13" "22/23" "X/Y" "10/13" "30/30" "15/19" "14/15" "7/9.3" "22/25" 0.309406 0.311595 0.312885 0.322541 0.279109 0.242389 0.271943 0.323557 0.275031 0.328853 0.246084 0.286944 293.235 225.287 54.588 134.166
"16/18" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/17" "15/15" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.05617 0.105574 0.134921 0.131943 0.103877 0.0689837 0.0927451 0.0679736 0.135884 0.11044 0.06008 0.0976253 311.256 1382.25 12.1007 103.607
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/25" "16/18" "15/15" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.221993 0.175507 0.195522 0.22922 0.197869 0.201905 0.203931 0.266924 0.214633 0.248554 0.233497 0.204012 436.437 581.59 34.8941 133.243
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "29/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/15" "12/13" "22/23" "X/Y" "10/13" "29/29" "15/19" "14/15" "7/9.3" "22/25" 0.242933 0.236179 0.295076 0.307403 0.32008 0.278419 0.242262 0.278713 0.203707 0.274824 0.24782 0.261237 541.439 538.812 48.0234 133.979
"16/17" "17/18" "11/13" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/15" "9/12" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.37946 0.424574 0.503995 0.480181 0.51703 0.455926 0.491066 0.484819 0.502247 0.461362 0.479041 0.474949 2195.67 28.574 97.0754 107.21
"16/17" "17/18" "11/13" "17/20" "X/X" "13/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/15" "9/12" "22/23" "X/Y" "10/10" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.330435 0.359982 0.298396 0.321739 0.320232 0.336712 0.284348 0.331513 0.286104 0.370074 0.301885 0.318584 2351.16 1224.25 62.7024 132.975
"16/17" "17/18" "11/13" "17/20" "X/X" "10/14" "30/30" "15/19" "13/14" "6/8" "20/20" "16/18" "15/15" "9/12" "22/23" "X/Y" "10/13" "29/30" "12/17" "14/15" "7/9.3" "22/25" 0.351716 0.315899 0.311831 0.325607 0.288145 0.276682 0.247179 0.360361 0.287828 0.31028 0.287447 0.312472 550.036 344.009 61.1527 133.353
"16/17" "15/15" "11/13" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "17/18" "9/12" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.284983 0.21455 0.256409 0.255153 0.213933 0.269465 0.286401 0.372938 0.261601 0.248642 0.217917 0.263104 389.424 360.142 50.5309 139.725
"16/17" "17/18" "11/13" "17/20" "X/X" "10/14" "30/30" "15/19" "13/14" "6/8" "20/20" "16/18" "15/15" "9/12" "22/23" "X/Y" "10/13" "29/30" "12/17" "14/15" "7/9.3" "22/25" 0.150137 0.133708 0.161063 0.132127 0.0971455 0.164727 0.152872 0.170013 0.118601 0.157111 0.157354 0.152734 177.152 349.227 22.7225 121.502
"16/18" "17/18" "11/13" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "17/18" "15/15" "9/12" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.085807 0.0775868 0.0185329 0.0104918 0.0672631 0.0340854 0.061536 0.0504128 0.0282858 0.0470318 0.0646742 0.0356739 368.022 9853.37 3.02859 55.8362
"16/17" "17/18" "11/13" "17/20" "X/X" "10/14" "30/30" "12/19" "13/14" "6/8" "20/20" "16/18" "15/15" "9/12" "22/23" "X/Y" "10/13" "29/30" "15/17" "14/15" "7/9.3" "22/25" 0.31525 0.229727 0.303968 0.220086 0.257184 0.272331 0.29058 0.248253 0.263833 0.254374 0.271277 0.27404 435.327 354.28 52.0806 136.318
"16/17" "17/18" "11/13" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "8/9.3" "20/20" "16/18" "15/15" "9/12" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "6/7" "22/25" 0.458259 0.38922 0.413296 0.407788 0.414796 0.385711 0.370073 0.374447 0.418985 0.420899 0.385822 0.400227 2152.73 452.186 82.3964 122.979
"16/17" "17/18" "11/13" "17/20" "X/X" "10/13" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/15" "9/12" "22/23" "X/Y" "13/14" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.295777 0.339633 0.293303 0.342244 0.300849 0.383427 0.325484 0.330159 0.328149 0.298459 0.3464 0.323583 708.818 401.028 65.2099 135.224
"16/17" "17/18" "9/11" "17/20" "X/X" "10/13" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/17" "12/13" "22/23" "X/Y" "14/14" "29/29" "15/19" "14/15" "7/9.3" "22/25" 0.132038 0.0710064 0.0998738 0.0695234 0.0357226 0.0342251 0.0416049 0.0582284 0.0648661 0.0429118 0.058773 0.0657179 132.257 1290.58 7.08577 87.5186
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/17" "12/13" "22/23" "X/Y" "10/13" "29/29" "15/19" "14/15" "7/9.3" "22/25" 0.501216 0.444397 0.42263 0.479598 0.482023 0.405975 0.47967 0.475243 0.418147 0.471377 0.423025 0.432814 535.118 43.4317 90.5107 118.3
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/15" "6/8" "20/20" "16/18" "15/17" "12/13" "22/23" "X/Y" "10/13" "29/29" "15/19" "13/14" "7/9.3" "22/25" 0.344413 0.299934 0.414285 0.31437 0.311407 0.285399 0.315312 0.292294 0.267885 0.352382 0.330569 0.311608 291.061 154.858 61.1527 133.887
"16/17" "17/18" "12/13" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/17" "9/11" "22/23" "X/Y" "10/13" "29/29" "15/19" "14/15" "7/9.3" "22/25" 0.42857 0.321319 0.345737 0.380393 0.39189 0.366336 0.355783 0.369493 0.366341 0.371371 0.344696 0.353065 923.669 374.966 71.7745 130.683
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "18/18" "15/17" "12/13" "22/23" "X/Y" "10/13" "29/29" "15/19" "14/15" "7/9.3" "22/25" 0.453561 0.404587 0.432742 0.429275 0.451368 0.434152 0.420883 0.472385 0.349782 0.476152 0.396437 0.427264 2099.36 271.844 88.961 118.909
"16/17" "17/18" "9/11" "17/20" "X/Y" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/17" "12/13" "22/23" "X/X" "10/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.298514 0.280116 0.297063 0.286115 0.287711 0.364148 0.297257 0.351737 0.325327 0.295712 0.388046 0.328497 320.863 151.364 65.2099 132.256
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/18" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.404489 0.386885 0.340845 0.354201 0.382255 0.309679 0.349397 0.399782 0.313226 0.352856 0.322173 0.355608 2397.12 906.934 71.7745 129.25
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/9.3" "20/20" "16/18" "15/17" "12/13" "22/23" "X/Y" "10/13" "29/30" "15/19" "14/15" "7/8" "22/25" 0.358413 0.344996 0.305009 0.26871 0.294864 0.337268 0.330897 0.3005 0.340957 0.331596 0.302186 0.324162 852.064 425.188 65.2099 134.87
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "29/30" "12/17" "13/14" "8/9.3" "20/20" "16/18" "15/17" "12/13" "22/23" "X/Y" "13/13" "30/30" "15/19" "14/15" "6/7" "22/25" 0.294562 0.393152 0.30834 0.321338 0.290621 0.352758 0.31151 0.3108 0.340108 0.301223 0.340761 0.318907 224.951 105.279 62.7024 132.778
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "29/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/17" "12/13" "22/23" "X/Y" "13/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.237714 0.23375 0.266441 0.256114 0.254168 0.215779 0.295418 0.24162 0.245509 0.250322 0.196651 0.24301 952.846 1022.86 43.9662 134.842
"16/17" "15/17" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "17/18" "12/13" "22/23" "X/Y" "13/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.103869 0.111549 0.0892401 0.0862627 0.160974 0.108485 0.111396 0.13463 0.11365 0.149375 0.0971387 0.105606 129.437 611.133 13.6504 108.139
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "7/8" "20/20" "16/18" "15/17" "12/13" "22/23" "X/Y" "13/13" "29/30" "15/19" "14/15" "6/9.3" "22/25" 0.419165 0.336988 0.360475 0.441021 0.418599 0.408546 0.343405 0.334332 0.362708 0.384586 0.367081 0.372099 2453.48 728.733 75.8317 127.275
"16/17" "17/18" "9/11" "20/23" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/17" "12/13" "17/22" "X/Y" "13/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.445542 0.330011 0.345246 0.366462 0.324068 0.338958 0.377035 0.352584 0.4396 0.391454 0.339065 0.365349 1033.01 332.193 74.282 128.299
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/17" "12/13" "22/23" "X/Y" "13/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.150534 0.159665 0.181784 0.170993 0.196591 0.168468 0.184502 0.162857 0.250857 0.194885 0.0833049 0.168963 402.781 873.735 26.7797 127.797
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/17" "12/13" "22/23" "X/Y" "13/13" "29/30" "15/19" "13/15" "7/9.3" "22/25" 0.220712 0.22284 0.220977 0.230754 0.202305 0.199016 0.249401 0.235883 0.170652 0.184839 0.203464 0.223962 660.244 809.705 39.909 135.822
"16/17" "17/18" "9/11" "17/20" "X/X" "10/14" "30/30" "12/17" "13/14" "6/8" "20/20" "16/18" "15/17" "12/13" "22/23" "X/Y" "13/13" "29/30" "15/19" "14/15" "7/9.3" "22/25" 0.309816 0.312859 0.3032 0.292621 0.354016 0.342892 0.2934 0.255216 0.303486 0.307584 0.28918 0.292637 995.16 728.375 57.0955 136.594
