15,1989
16,739
18,1550
0,0
15,1318
16,621
18,793
19,1200
21,2414
22,1461
23,687
0,0
12,1431
13,603
14,560
16,986
28,1410
30,1199
32.2,1506
0,0
12,471
13,386
17,1181
18,1029
12,2561
13,463
0,0
0,0
11,1607
12,834
0,0
0,0
8,723
10,1203
11,289
0,0
11,1262
12,515
13,1253
14,514
5,944
6,935
8,633
0,0
8,1257
10,984
11,447
0,0
10,482
11,697
12,617
0,0
