"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "12/13" "5/6" "8/10" "10/11" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "11/14" "8/8" "8/11" "12/12" 0.25946 0.214763 0.217048 0.210807 0.252215 0.231551 0.213782 0.209469 0.228053 0.225346 0.204701 0.209628 0.207187 0.220426 852.248 1052.58 37.4016 129.74
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "12/12" "8/10" "11/13" "5/6" "8/10" "10/11" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "8/8" "8/11" "12/12" 0.223578 0.300415 0.23383 0.282031 0.213027 0.176957 0.245718 0.280052 0.254372 0.199954 0.246416 0.298951 0.234195 0.23441 1709.97 1853.07 41.4587 133.14
"15/18" "15/19" "21/23" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "5/6" "8/10" "10/11" "15/16" "16/18" "22/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "8/8" "8/11" "12/12" 0.183455 0.190678 0.201779 0.187972 0.226066 0.206646 0.128442 0.14717 0.19045 0.167178 0.235449 0.207978 0.17224 0.197075 1103.19 1686.53 33.3444 132.778
"15/18" "15/19" "21/22" "13/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "5/6" "8/10" "10/11" "15/16" "16/18" "21/23" "12/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "8/8" "8/11" "12/12" 0.467453 0.435079 0.432635 0.4344 0.361264 0.457741 0.437768 0.463008 0.479917 0.514868 0.407789 0.460466 0.483423 0.436989 544.335 57.2757 90.5107 116.325
"15/18" "15/19" "21/22" "12/16" "28/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/11" "15/16" "16/18" "21/23" "13/14" "30/30" "12/13" "12/13" "11/11" "10/11" "12/14" "5/6" "8/11" "12/12" 0.359806 0.367514 0.363336 0.348279 0.373707 0.374369 0.368377 0.332424 0.417333 0.346428 0.406336 0.398069 0.380043 0.359039 992.561 318.796 74.282 131.824
"15/18" "15/19" "21/22" "12/16" "28/32.2" "17/18" "12/12" "11/11" "8/10" "11/13" "5/6" "8/10" "10/11" "15/16" "16/18" "21/23" "13/14" "30/30" "12/13" "12/13" "11/12" "10/11" "12/14" "8/8" "8/11" "12/12" 0.0578847 0.0969757 0.0617979 0.05686 0.0288613 0.0460922 0.0459595 0.0680748 0.0962267 0.0758707 0.0699627 0.0466474 0.0787835 0.0518446 157.505 1869.35 5.53606 83.9574
"15/18" "15/19" "22/23" "12/16" "28/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "5/6" "8/10" "10/11" "15/16" "16/18" "21/23" "13/14" "30/30" "12/13" "12/13" "11/11" "10/11" "12/14" "8/8" "8/11" "12/12" 0.470932 0.446831 0.414062 0.399626 0.483025 0.439202 0.378712 0.436889 0.442826 0.443148 0.473514 0.456592 0.494224 0.419885 1954.42 310.568 86.4535 119.063
"15/18" "15/19" "21/22" "12/16" "28/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "5/6" "8/10" "11/11" "15/16" "16/18" "21/23" "13/14" "30/30" "12/13" "12/13" "11/11" "10/11" "12/14" "8/8" "8/11" "10/12" 0.199363 0.191389 0.194788 0.193957 0.155287 0.20316 0.129567 0.110044 0.21652 0.184418 0.194426 0.214766 0.23658 0.172105 1164.57 2472.62 26.7797 125.011
"15/18" "15/19" "21/22" "12/16" "28/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "5/6" "8/10" "10/11" "15/16" "16/18" "21/23" "13/14" "30/30" "12/13" "12/13" "11/11" "10/11" "12/14" "8/8" "8/11" "12/12" 0.188874 0.196066 0.22215 0.203361 0.218969 0.185815 0.169643 0.216181 0.181235 0.251019 0.166035 0.194292 0.150224 0.179753 1118.43 2226.54 29.2872 130.08
"15/18" "15/19" "21/22" "12/16" "28/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "5/6" "8/10" "10/11" "15/16" "16/18" "21/23" "13/14" "30/30" "12/13" "12/13" "11/11" "10/11" "12/14" "8/8" "8/11" "12/12" 0.168539 0.146669 0.181358 0.2135 0.148055 0.165645 0.158021 0.189456 0.212254 0.141898 0.160471 0.152999 0.1925 0.165394 428.986 864.273 26.7797 131.089
"15/18" "15/19" "21/22" "12/14" "28/30" "17/18" "12/12" "11/12" "8/10" "11/14" "6/8" "8/10" "10/11" "15/16" "16/18" "21/23" "13/16" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/13" "5/5" "8/11" "12/12" 0.457687 0.46765 0.482381 0.451113 0.401822 0.498089 0.441714 0.465058 0.439951 0.391369 0.487254 0.467218 0.425882 0.440731 5369.56 495.13 90.5107 114.585
"15/18" "15/19" "21/22" "12/16" "30/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "28/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.393579 0.438159 0.470907 0.442136 0.450376 0.411216 0.526383 0.459558 0.430263 0.477496 0.395885 0.441442 0.47459 0.429809 813.569 79.721 88.961 117.691
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.234402 0.278993 0.289034 0.192825 0.2031 0.211197 0.241862 0.193675 0.23514 0.232349 0.28612 0.225548 0.262902 0.22 327.802 460.742 37.4016 130.06
"15/18" "15/19" "21/22" "13/14" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "12/16" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.310883 0.308395 0.305463 0.307554 0.305069 0.306962 0.257152 0.326173 0.2687 0.303892 0.329753 0.310176 0.327684 0.277307 470.3 377.145 52.0806 134.122
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/12" 0.282401 0.330828 0.262715 0.327424 0.328558 0.31387 0.308571 0.362028 0.276386 0.322549 0.270804 0.302274 0.326575 0.305291 183.267 108.85 61.1527 137.881
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "12/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.0473667 0.0913862 0.0496763 0.0699879 0.0262763 0.0132231 0.0233372 0.0185768 0.0343622 0.0630877 0.0486411 0.00930215 0.105516 0.0301277 8.39642 511.072 3.02859 66.3045
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.33272 0.274266 0.214597 0.278865 0.270607 0.24804 0.265718 0.271019 0.257516 0.322016 0.241336 0.314421 0.311956 0.28289 128.713 94.4045 54.588 136.843
"15/18" "15/19" "21/22" "12/16" "30/32.2" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "28/30" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.504069 0.445107 0.37735 0.442471 0.474761 0.415028 0.449185 0.4628 0.398043 0.438007 0.466814 0.456188 0.462246 0.459123 1850.11 80.9971 95.5257 112.358
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "10/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "8/11" "12/14" "5/5" "8/11" "10/10" 0.31557 0.378259 0.402702 0.394565 0.371676 0.307751 0.327051 0.379653 0.427067 0.363608 0.330441 0.381183 0.412553 0.366047 1573.11 497.887 75.8317 130.6
"15/18" "15/18" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/19" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.290935 0.244952 0.275839 0.255396 0.252489 0.194658 0.270379 0.226009 0.232903 0.24843 0.27011 0.273595 0.237584 0.228665 327.516 396.822 39.909 132.248
"15/18" "15/19" "21/23" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "22/22" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.376415 0.345299 0.360882 0.402914 0.366484 0.317197 0.417463 0.413983 0.3707 0.350698 0.357459 0.436819 0.345348 0.361627 501.715 160.085 74.282 130.363
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.056106 0.100549 0.0788151 0.093212 0.0684376 0.11748 0.122693 0.106373 0.0923777 0.139175 0.100375 0.119476 0.118459 0.104534 941.891 3790.01 13.6504 109.366
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "16/18" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.179817 0.199018 0.14305 0.186206 0.162695 0.197696 0.173925 0.155066 0.16814 0.245341 0.226483 0.167032 0.186574 0.188803 305.772 486.308 30.8369 129.195
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.100221 0.110892 0.140673 0.145063 0.116127 0.10076 0.123238 0.0753763 0.0988031 0.106903 0.0750349 0.0843882 0.0848873 0.0926903 614.18 3222.36 12.1007 109.661
"15/16" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/18" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.0628631 0.0236657 0.0213901 0.111553 0.0100712 0.0395091 0.0389733 0.0396015 0.0354355 0.0334651 0.0295743 0.0640345 0.0725196 0.0310488 63.6754 2597.79 3.02859 64.3069
"15/18" "15/19" "21/22" "12/13" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "14/16" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.037434 0.018737 0.0186707 0.0573143 0.0732175 0.0234072 0.0673039 0.0916059 0.100015 0.0167644 0.0581788 0.0355077 0.0458389 0.0334798 22.5744 588.819 3.02859 59.5629
"15/18" "15/19" "22/23" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/22" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.261015 0.202768 0.219523 0.213634 0.243761 0.21104 0.217475 0.178272 0.213399 0.212752 0.201141 0.243969 0.246549 0.218094 549.555 692.667 37.4016 131.506
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/13" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.0772107 0.076154 0.0882327 0.0975773 0.113153 0.0758064 0.0687313 0.0400743 0.0665062 0.066111 0.111639 0.108161 0.123224 0.0750373 250.513 1957.5 9.59324 106.926
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "13/14" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "11/12" "5/5" "8/11" "10/10" 0.138466 0.165712 0.153238 0.211836 0.152507 0.155719 0.195732 0.211387 0.183822 0.155269 0.169774 0.192567 0.210373 0.170031 465.23 1080.61 26.7797 126.838
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.125585 0.0809877 0.137191 0.114173 0.13972 0.0908956 0.120215 0.11106 0.130525 0.128746 0.101096 0.116986 0.0747481 0.117598 150.021 580.315 16.1579 114.738
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "10/11" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/10" "10/10" 0.422782 0.401895 0.410773 0.451029 0.43929 0.425525 0.397594 0.480593 0.432165 0.453076 0.397165 0.432622 0.38323 0.425659 865.131 107.254 88.961 119.686
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.150294 0.163468 0.23038 0.149453 0.152867 0.174347 0.154576 0.154038 0.176247 0.14666 0.131369 0.157252 0.176022 0.15992 2442.02 5678.81 24.2723 123.252
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "10/10" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "11/12" 0.29758 0.273224 0.32566 0.315356 0.349124 0.323293 0.284972 0.307331 0.272658 0.316745 0.338039 0.319297 0.291329 0.316892 495.298 251.889 62.7024 134.009
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "12/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/12" "10/11" "12/14" "5/5" "8/11" "10/10" 0.42839 0.421734 0.431212 0.418685 0.474887 0.399839 0.434088 0.542831 0.424067 0.452913 0.434995 0.487569 0.423411 0.452226 1582.36 87.7783 93.0182 112.46
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.194615 0.193235 0.26107 0.198062 0.228274 0.172109 0.166353 0.230861 0.205217 0.218347 0.156317 0.245984 0.226855 0.208296 2591.55 3778.9 34.8941 129.827
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.419929 0.473084 0.469312 0.421135 0.464754 0.476614 0.480943 0.460212 0.456589 0.457434 0.48128 0.426144 0.451399 0.458445 1040.35 46.3204 95.5257 112.662
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.390998 0.408845 0.40308 0.383139 0.423497 0.382862 0.298772 0.3165 0.372196 0.394819 0.367633 0.397338 0.379897 0.372104 2220.93 617.433 75.8317 127.272
"15/18" "15/16" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "18/19" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.172437 0.190525 0.136315 0.197507 0.215284 0.219955 0.242096 0.203149 0.207186 0.168155 0.17357 0.161813 0.186658 0.190362 734.184 1269.52 30.8369 127.901
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.369109 0.421197 0.33786 0.355975 0.347853 0.405143 0.372626 0.416528 0.450463 0.376783 0.413269 0.364095 0.439031 0.391383 1578.27 367.678 79.8889 123.676
"15/18" "15/19" "22/23" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/22" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.326933 0.314817 0.317917 0.359426 0.333731 0.355662 0.400379 0.374066 0.329219 0.299145 0.360221 0.355593 0.280822 0.342399 1097.69 433.303 69.2671 132.112
"15/18" "15/19" "21/22" "12/16" "28/30" "12/17" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "13/18" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.313383 0.333293 0.273815 0.313923 0.327025 0.284676 0.247554 0.33013 0.301556 0.290324 0.303221 0.296255 0.323037 0.303525 1385.18 782.863 58.6452 133.274
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/6" "8/11" "10/10" 0.510676 0.486999 0.508853 0.498694 0.42347 0.484978 0.499253 0.463455 0.471307 0.464375 0.527983 0.478363 0.543044 0.463832 1322.56 44.5495 95.5257 110.267
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "10/11" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "8/8" "12/14" "5/5" "8/11" "10/10" 0.17491 0.149164 0.173087 0.103858 0.175132 0.0996292 0.0871549 0.144727 0.186645 0.162044 0.155878 0.135292 0.142161 0.147162 372.927 882.198 22.7225 126.887
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/11" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "10/11" "10/10" 0.431924 0.333639 0.435961 0.397132 0.391178 0.386249 0.380586 0.373899 0.358022 0.368928 0.400063 0.461123 0.355215 0.373204 1402.12 446.755 75.8317 126.68
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "12/14" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "11/13" "5/5" "8/11" "10/10" 0.501619 0.46892 0.533681 0.466488 0.475482 0.42167 0.46284 0.485186 0.548375 0.449701 0.462929 0.453849 0.521843 0.476131 6434.34 48.1023 97.0754 106.708
"15/18" "15/19" "21/22" "14/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "12/13" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.322433 0.248755 0.276248 0.299853 0.306758 0.302483 0.305095 0.253466 0.321774 0.27435 0.286388 0.292173 0.262038 0.279036 1398.44 1055.86 54.588 139.459
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.381729 0.443046 0.344906 0.384179 0.408216 0.380611 0.382031 0.344148 0.390802 0.444532 0.321922 0.328831 0.350372 0.389172 3297.82 782.837 79.8889 124.821
"15/18" "15/19" "21/22" "12/14" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/16" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.0824294 0.0338894 0.0359801 0.0909011 0.0384763 0.0320084 0.0689359 0.0330347 0.0712836 0.0787894 0.0567555 0.0383814 0.0851672 0.0339449 9.27032 189.477 3.02859 58.7327
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "10/11" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "8/11" "12/14" "5/5" "8/11" "10/10" 0.212912 0.248741 0.234162 0.250141 0.232209 0.209518 0.22868 0.292415 0.228871 0.276973 0.20973 0.205599 0.215005 0.235264 1433.29 1592.18 41.4587 132.513
"15/18" "15/19" "21/22" "12/13" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "14/16" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.362459 0.408402 0.428184 0.462981 0.45777 0.480451 0.425638 0.399345 0.405431 0.439434 0.463638 0.453768 0.391908 0.433146 1208.22 143.914 90.5107 118.142
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "10/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "8/11" "12/14" "5/5" "8/11" "10/10" 0.188908 0.191027 0.209914 0.184018 0.247619 0.165992 0.171407 0.215805 0.239294 0.172561 0.187396 0.189312 0.235513 0.19684 2040.04 3359.54 33.3444 132.974
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.0597896 0.0563489 0.0887935 0.040822 0.0504592 0.0659345 0.0771486 0.081261 0.067903 0.061312 0.037401 0.0510206 0.0735612 0.0595611 81.2753 896.577 7.08577 97.0912
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "10/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "8/11" "12/14" "5/5" "8/11" "10/10" 0.305623 0.262201 0.361155 0.305816 0.269022 0.325844 0.311903 0.259783 0.294016 0.30426 0.27621 0.309038 0.260732 0.284872 1207.69 868.314 54.588 135.525
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/11" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "10/10" "10/10" 0.0552896 0.119974 0.0665272 0.0610781 0.124576 0.0549778 0.0950201 0.0463234 0.0814086 0.0609515 0.0617518 0.0869143 0.088697 0.0839671 176.79 1046.76 9.59324 94.7473
"15/18" "15/19" "21/22" "12/16" "28/30" "13/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/17" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.403963 0.367953 0.373317 0.370407 0.363675 0.359411 0.353614 0.393604 0.4207 0.363998 0.39761 0.420026 0.3733 0.386693 6898.33 1680.13 79.8889 126.12
"15/18" "15/19" "22/23" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/22" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.0523372 0.0322713 0.0517308 0.0387344 0.0706362 0.0408162 0.0721717 0.0400095 0.0252747 0.102539 0.0391079 0.0679219 0.0488487 0.0407794 19.388 378.431 5.53606 107.698
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.528544 0.446173 0.439949 0.484267 0.482439 0.441517 0.459086 0.482842 0.45907 0.45609 0.452105 0.488246 0.5226 0.464108 749.861 24.7212 95.5257 110.146
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "13/14" "28/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.429443 0.443749 0.403797 0.437752 0.402121 0.416487 0.409534 0.377761 0.432098 0.454464 0.428386 0.447072 0.407664 0.424037 2924.38 390.888 88.961 120.476
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "10/10" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.168397 0.301008 0.24377 0.271818 0.242545 0.232979 0.232796 0.284157 0.223598 0.214107 0.231987 0.206874 0.191883 0.229511 1615.91 1883.76 41.4587 136.823
"15/18" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "10/11" "11/12" "15/16" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/10" "10/10" 0.329114 0.320942 0.311604 0.329883 0.348089 0.385904 0.403091 0.357267 0.311539 0.318069 0.346763 0.319857 0.342981 0.353602 407.886 159.292 71.7745 130.379
"15/16" "15/19" "21/22" "12/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/18" "16/18" "21/23" "13/14" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.341476 0.38494 0.447864 0.46338 0.482962 0.434652 0.387164 0.4352 0.413058 0.348758 0.349163 0.482888 0.447474 0.422128 3622.38 504.108 88.961 121.414
"15/18" "15/19" "21/22" "14/16" "28/30" "17/18" "12/12" "11/12" "8/10" "11/13" "6/8" "8/10" "11/12" "15/16" "16/18" "21/23" "12/13" "32.2/32.2" "12/13" "12/13" "11/11" "10/11" "12/14" "5/5" "8/11" "10/10" 0.031033 0.0713315 0.0526725 0.0957816 0.0248764 0.0538645 0.0212121 0.058179 0.0394611 0.0444159 0.0207964 0.0528691 0.0331132 0.0469691 62.7734 1117.12 5.53606 93.0394
